"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","RT @SplatoonNA: The Squid Sisters are staying fresh! #Splatoon https://t.co/mA1YQGTAPs https://t.co/ckL3RU9b3h https://t.co/FVB2vwCb39",FALSE,0,NA,2017-12-18 00:24:18,FALSE,NA,"942551058194169858",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hikalin00495",286,TRUE,FALSE,NA,NA
"2","RT @LouWaldo: Giveaway prize for @squiiiddo ‚ú®
[ #Splatoon ] https://t.co/hRFxbJdWKI",FALSE,0,NA,2017-12-18 00:14:58,FALSE,NA,"942548707681193984",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NeberEber",20,TRUE,FALSE,NA,NA
"3","RT @fluffehfish: i'm drunk but splatfest hype Ì†ΩÌ∏Ç #„Çπ„Éó„É©„Éà„Ç•„Éº„É≥2 #Splatoon2 #Splatoon https://t.co/8MVEI83bSE",FALSE,0,NA,2017-12-18 00:02:35,FALSE,NA,"942545594345762817",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","milkiemango",397,TRUE,FALSE,NA,NA
"4","RT @LouWaldo: Giveaway prize for @squiiiddo ‚ú®
[ #Splatoon ] https://t.co/hRFxbJdWKI",FALSE,0,NA,2017-12-17 23:59:59,FALSE,NA,"942544937605849089",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mgr_leon",20,TRUE,FALSE,NA,NA
"5","RT @LouWaldo: Giveaway prize for @squiiiddo ‚ú®
[ #Splatoon ] https://t.co/hRFxbJdWKI",FALSE,0,NA,2017-12-17 23:59:08,FALSE,NA,"942544723843145728",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sauteedbasil",20,TRUE,FALSE,NA,NA
"6","RT @FancyNightSFM: Made these over the weekend once I found out my dad had sfm and worked fine with particles and stuff.
#Splatoon #Splatoo‚Ä¶",FALSE,0,NA,2017-12-17 23:35:40,FALSE,NA,"942538818246324229",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Prim3Darkness",3,TRUE,FALSE,NA,NA
"7","RT @PrismSeung: Squid Sisters for Mario Kart! #splatoon #mariokart #„Çπ„Éó„É©„Éà„Ç•„Éº„É≥ #squidsisters https://t.co/JqwECUI1sQ",FALSE,0,NA,2017-12-17 23:33:47,FALSE,NA,"942538344625401858",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Airship804",5,TRUE,FALSE,NA,NA
"8","RT @fluffehfish: i'm drunk but splatfest hype Ì†ΩÌ∏Ç #„Çπ„Éó„É©„Éà„Ç•„Éº„É≥2 #Splatoon2 #Splatoon https://t.co/8MVEI83bSE",FALSE,0,NA,2017-12-17 23:32:07,FALSE,NA,"942537926856134656",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FateZer20812819",397,TRUE,FALSE,NA,NA
"9","RT @PrismSeung: Squid Sisters for Mario Kart! #splatoon #mariokart #„Çπ„Éó„É©„Éà„Ç•„Éº„É≥ #squidsisters https://t.co/JqwECUI1sQ",FALSE,0,NA,2017-12-17 23:19:57,FALSE,NA,"942534864284409861",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Mr_Chip2",5,TRUE,FALSE,NA,NA
"10","RT @PrismSeung: Squid Sisters for Mario Kart! #splatoon #mariokart #„Çπ„Éó„É©„Éà„Ç•„Éº„É≥ #squidsisters https://t.co/JqwECUI1sQ",FALSE,0,NA,2017-12-17 23:12:09,FALSE,NA,"942532898317635590",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Statisky",5,TRUE,FALSE,NA,NA
"11","RT @DeadarticGames: Splatoon 2 - Huge Holiday Updates! - Nintendo Switch
https://t.co/hjAuopHxbv #Splatoon2 #Splatoon #HolidayUpdates #Nint‚Ä¶",FALSE,0,NA,2017-12-17 23:10:56,FALSE,NA,"942532595467915264",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rudipitt",1,TRUE,FALSE,NA,NA
"12","RT @PrismSeung: Squid Sisters for Mario Kart! #splatoon #mariokart #„Çπ„Éó„É©„Éà„Ç•„Éº„É≥ #squidsisters https://t.co/JqwECUI1sQ",FALSE,0,NA,2017-12-17 23:00:47,FALSE,NA,"942530040910168064",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mizuirocrono",5,TRUE,FALSE,NA,NA
"13","my gurls.... #splatoon #squidsisters #callie #marie https://t.co/QMJeZZlody",FALSE,3,NA,2017-12-17 22:59:07,FALSE,NA,"942529619068182529",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Min_Dei_Bae",0,FALSE,FALSE,NA,NA
"14","RT @PrismSeung: Squid Sisters for Mario Kart! #splatoon #mariokart #„Çπ„Éó„É©„Éà„Ç•„Éº„É≥ #squidsisters https://t.co/JqwECUI1sQ",FALSE,0,NA,2017-12-17 22:58:31,FALSE,NA,"942529469415411713",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AWMonopolyMan",5,TRUE,FALSE,NA,NA
"15","Squid Sisters for Mario Kart! #splatoon #mariokart #„Çπ„Éó„É©„Éà„Ç•„Éº„É≥ #squidsisters https://t.co/JqwECUI1sQ",FALSE,20,NA,2017-12-17 22:57:59,FALSE,NA,"942529335608541184",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PrismSeung",5,FALSE,FALSE,NA,NA
"16","RT @qekkon: todays sketches, the last one will be prob finished in the week 
so i ain't overworking too much. 
#Splatoon2 #Splatoon #marie‚Ä¶",FALSE,0,NA,2017-12-17 22:56:46,FALSE,NA,"942529030863011840",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Tux0414",5,TRUE,FALSE,NA,NA
"17","Opening winter icon commissions again!! Email me at alari.ice@gmail.com for a quote or DM me :&gt;
When commissioning‚Ä¶ https://t.co/AoojcwHTmZ",FALSE,3,NA,2017-12-17 22:51:47,TRUE,NA,"942527773771415553",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ReFrostE",4,FALSE,FALSE,NA,NA
"18","https://t.co/2BdUyHkW7p
The second last episode of Splatoon 2 is now out watch BB Dootin fail hard af on this DJ Bo‚Ä¶ https://t.co/Mi49YrPrEA",FALSE,0,NA,2017-12-17 22:45:21,TRUE,NA,"942526157026508800",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PancAtTheArcade",1,FALSE,FALSE,NA,NA
"19","RT @LouWaldo: Giveaway prize for @squiiiddo ‚ú®
[ #Splatoon ] https://t.co/hRFxbJdWKI",FALSE,0,NA,2017-12-17 22:39:57,FALSE,NA,"942524797669576704",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","sqoodermelon",20,TRUE,FALSE,NA,NA
"20","RT @squiiiddo: raffle prize for s0da.pop on ig!

#Splatoon2 #splatoon https://t.co/GuZf2Iavo6",FALSE,0,NA,2017-12-17 22:38:08,FALSE,NA,"942524340981190656",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jgonzalezvences",3,TRUE,FALSE,NA,NA
"21","RT @Hideki_Naganuma: Squid is most disturbing! #LetMomSwim #Splatoon #JetSetRadio @TheSmai http://t.co/E6erT1VbvR",FALSE,0,NA,2017-12-17 22:25:58,FALSE,NA,"942521276840759296",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","possumproblems",571,TRUE,FALSE,NA,NA
"22","RT @LouWaldo: Giveaway prize for @squiiiddo ‚ú®
[ #Splatoon ] https://t.co/hRFxbJdWKI",FALSE,0,NA,2017-12-17 22:20:14,FALSE,NA,"942519833408585728",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Chaotic_Energy",20,TRUE,FALSE,NA,NA
"23","RT @FancyNightSFM: Made these over the weekend once I found out my dad had sfm and worked fine with particles and stuff.
#Splatoon #Splatoo‚Ä¶",FALSE,0,NA,2017-12-17 22:13:01,FALSE,NA,"942518017329524736",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","9dwGkkmIGrSIE0Y",3,TRUE,FALSE,NA,NA
"24","RT @StarGlowTweet: SWEATERS #splatoon #splatfest #Splatoon2 https://t.co/3Znm4MsZMk",FALSE,0,NA,2017-12-17 22:11:56,FALSE,NA,"942517747770150913",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","warffle",8,TRUE,FALSE,NA,NA
"25","RT @Hideki_Naganuma: Squid is most disturbing! #LetMomSwim #Splatoon #JetSetRadio @TheSmai http://t.co/E6erT1VbvR",FALSE,0,NA,2017-12-17 22:09:50,FALSE,NA,"942517217161121792",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MightySpirit",571,TRUE,FALSE,NA,NA
"26","a lil bit more for a #cutiesaturday #Splatoon2 #Splatoon #art #Sketching https://t.co/jeuWQ7R7xk",FALSE,0,NA,2017-12-17 22:05:50,FALSE,NA,"942516211543404550",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TimeWobblers",0,FALSE,FALSE,NA,NA
"27","Ranked Battle maps ‚Äî Splat Zones: Blackbelly Skatepark &amp; Piranha Pit #Splatoon https://t.co/yX4T52DEKT",FALSE,0,NA,2017-12-17 22:00:45,FALSE,NA,"942514929860530176",NA,"<a href=""http://www.twitter.com/splatoonmaps"" rel=""nofollow"">SplatBot</a>","splatoonmaps",0,FALSE,FALSE,NA,NA
"28","Turf War maps: Saltspray Rig &amp; Camp Triggerfish #Splatoon https://t.co/r8Q3QETt7Q",FALSE,0,NA,2017-12-17 22:00:43,FALSE,NA,"942514921518125061",NA,"<a href=""http://www.twitter.com/splatoonmaps"" rel=""nofollow"">SplatBot</a>","splatoonmaps",0,FALSE,FALSE,NA,NA
"29","RT @LouWaldo: Giveaway prize for @squiiiddo ‚ú®
[ #Splatoon ] https://t.co/hRFxbJdWKI",FALSE,0,NA,2017-12-17 21:59:58,FALSE,NA,"942514732967137280",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ironicagony",20,TRUE,FALSE,NA,NA
"30","Umm how many splatfests did Pearl won? xD     Cuz she won way more than Marina. #Splatoon2 #NintendoSwitch #splatoon https://t.co/71OJj6cCRi",FALSE,0,NA,2017-12-17 21:49:17,FALSE,NA,"942512046041530368",NA,"<a href=""https://www.nintendo.com/countryselector"" rel=""nofollow"">Nintendo Switch Share</a>","MrLeoKnight",0,FALSE,FALSE,NA,NA
"31","Nintendo games are interesting. I play #Splatoon #Splatfests even though I pick the losing team a lot. I play‚Ä¶ https://t.co/8Y6EV4oP2X",FALSE,0,NA,2017-12-17 21:45:42,TRUE,NA,"942511142601097218",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","UnknownNeo",0,FALSE,FALSE,NA,NA
"32","RT @StarGlowTweet: SWEATERS #splatoon #splatfest #Splatoon2 https://t.co/3Znm4MsZMk",FALSE,0,NA,2017-12-17 21:45:04,FALSE,NA,"942510986782822401",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","UnluckyTNT",8,TRUE,FALSE,NA,NA
"33","I‚Äôm a team player, but this splatfest seemed rigged. Why does pearl always win. In the Us marina won onceÌ†æÌ¥î. I hope‚Ä¶ https://t.co/F9vuj9KKav",FALSE,0,NA,2017-12-17 21:41:31,TRUE,NA,"942510090594279424",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShannonMcknyght",0,FALSE,FALSE,NA,NA
"34","RT @StarGlowTweet: SWEATERS #splatoon #splatfest #Splatoon2 https://t.co/3Znm4MsZMk",FALSE,0,NA,2017-12-17 21:38:21,FALSE,NA,"942509296201412608",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ACFan120",8,TRUE,FALSE,NA,NA
"35","RT @LouWaldo: Giveaway prize for @squiiiddo ‚ú®
[ #Splatoon ] https://t.co/hRFxbJdWKI",FALSE,0,NA,2017-12-17 21:37:27,FALSE,NA,"942509067192299520",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rc_sparkx",20,TRUE,FALSE,NA,NA
"36","Logged on to #Splatoon2 online app for the first time. Wow...a whole new world. Viewing my overall stats is an eye-‚Ä¶ https://t.co/wIXtZ88Pj8",FALSE,0,NA,2017-12-17 21:34:48,TRUE,NA,"942508399710887941",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","FreebirdGamer",0,FALSE,FALSE,NA,NA
"37","Testing out Clip Studio Paint new real pencil tool brush. Anyways, have a sexy Marina sketch.
#Splatoon2 #marina‚Ä¶ https://t.co/sJy2VNnOVG",FALSE,1,NA,2017-12-17 21:34:47,TRUE,NA,"942508395344596992",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Paintixir",0,FALSE,FALSE,NA,NA
"38","RT @sassi_perere: I had so much fun drawing Callie in PJs I had to draw a matching Marie! #splatoon #squidsisters https://t.co/ddL3FraOUS",FALSE,0,NA,2017-12-17 21:29:18,FALSE,NA,"942507017477947395",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","pagpogo",1,TRUE,FALSE,NA,NA
"39","RT @squiiiddo: raffle prize for s0da.pop on ig!

#Splatoon2 #splatoon https://t.co/GuZf2Iavo6",FALSE,0,NA,2017-12-17 21:27:33,FALSE,NA,"942506575540998144",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LouWaldo",3,TRUE,FALSE,NA,NA
"40","RT @StarGlowTweet: SWEATERS #splatoon #splatfest #Splatoon2 https://t.co/3Znm4MsZMk",FALSE,0,NA,2017-12-17 21:25:05,FALSE,NA,"942505956663013377",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Gerard8492",8,TRUE,FALSE,NA,NA
"41","RT @squiiiddo: raffle prize for @LostLied !!! 

#splatoon #splatoon2 https://t.co/YCDaJs5Qp0",FALSE,0,NA,2017-12-17 21:25:00,FALSE,NA,"942505933862854656",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SkippySkiddo",2,TRUE,FALSE,NA,NA
"42","RT @squiiiddo: raffle prize for s0da.pop on ig!

#Splatoon2 #splatoon https://t.co/GuZf2Iavo6",FALSE,0,NA,2017-12-17 21:24:54,FALSE,NA,"942505911872040961",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SkippySkiddo",3,TRUE,FALSE,NA,NA
"43","RT @LouWaldo: Giveaway prize for @squiiiddo ‚ú®
[ #Splatoon ] https://t.co/hRFxbJdWKI",FALSE,0,NA,2017-12-17 21:24:32,FALSE,NA,"942505818565545989",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SkippySkiddo",20,TRUE,FALSE,NA,NA
"44","RT @StarGlowTweet: SWEATERS #splatoon #splatfest #Splatoon2 https://t.co/3Znm4MsZMk",FALSE,0,NA,2017-12-17 21:22:38,FALSE,NA,"942505339840319488",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","StarGlowArt",8,TRUE,FALSE,NA,NA
"45","I need to make a reunion with these two they're so adorable ;U; ‚ù§Ô∏è #Splatoon #Splatoon2 https://t.co/HOaPkO1RrJ",FALSE,15,NA,2017-12-17 21:19:02,FALSE,NA,"942504435179184128",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SaltySquib",0,FALSE,FALSE,NA,NA
"46","RT @LouWaldo: Giveaway prize for @squiiiddo ‚ú®
[ #Splatoon ] https://t.co/hRFxbJdWKI",FALSE,0,NA,2017-12-17 21:09:51,FALSE,NA,"942502123341623296",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MarieIsWaifu",20,TRUE,FALSE,NA,NA
"47","I had so much fun drawing Callie in PJs I had to draw a matching Marie! #splatoon #squidsisters https://t.co/ddL3FraOUS",FALSE,2,NA,2017-12-17 21:07:46,FALSE,NA,"942501599750041600",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","sassi_perere",1,FALSE,FALSE,NA,NA
"48","RT @LouWaldo: Giveaway prize for @squiiiddo ‚ú®
[ #Splatoon ] https://t.co/hRFxbJdWKI",FALSE,0,NA,2017-12-17 20:56:47,FALSE,NA,"942498833279406083",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","sparklesquids",20,TRUE,FALSE,NA,NA
"49","Made these over the weekend once I found out my dad had sfm and worked fine with particles and stuff.
#Splatoon‚Ä¶ https://t.co/w7DLpD4UjB",FALSE,14,NA,2017-12-17 20:56:28,TRUE,NA,"942498754871119872",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","FancyNightSFM",3,FALSE,FALSE,NA,NA
"50","RT @gomipomi: Chapter 6 and 7, the last two chapters. And Happy 2nd Anniversary, Splatoon! &lt;3 #splatoon #„Çπ„Éó„É©„Éà„Ç•„Éº„É≥ #„Ç∑„Ç™„Ç´„É©„Éº„Ç∫ https://t.co/KK9zb‚Ä¶",FALSE,0,NA,2017-12-17 20:51:55,FALSE,NA,"942497609960243200",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SenranKagura07",397,TRUE,FALSE,NA,NA
"51","RT @gomipomi: Another week of anxiety caused by Nintendo's updates. ^^ Chapter 4/5 #splatoon #„Çπ„Éó„É©„Éà„Ç•„Éº„É≥ #„Ç∑„Ç™„Ç´„É©„Éº„Ç∫ https://t.co/ZxbUS8SrPU",FALSE,0,NA,2017-12-17 20:51:36,FALSE,NA,"942497530645954560",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SenranKagura07",425,TRUE,FALSE,NA,NA
"52","RT @gomipomi: Chapter 2 &amp; 3 and still waiting for that happy end from Nintendo. #splatoon #„Çπ„Éó„É©„Éà„Ç•„Éº„É≥ #„Ç∑„Ç™„Ç´„É©„Éº„Ç∫ https://t.co/i3GsIRyrsA",FALSE,0,NA,2017-12-17 20:51:16,FALSE,NA,"942497443823808513",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SenranKagura07",488,TRUE,FALSE,NA,NA
"53","RT @gomipomi: Some drawings based on Squid Sister stories chapter 1 cause I like to suffer (no, not really) #splatoon #„Çπ„Éó„É©„Éà„Ç•„Éº„É≥ #„Ç∑„Ç™„Ç´„É©„Éº„Ç∫ http‚Ä¶",FALSE,0,NA,2017-12-17 20:50:49,FALSE,NA,"942497333220016128",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SenranKagura07",1314,TRUE,FALSE,NA,NA
"54","RT @LouWaldo: Giveaway prize for @squiiiddo ‚ú®
[ #Splatoon ] https://t.co/hRFxbJdWKI",FALSE,0,NA,2017-12-17 20:44:12,FALSE,NA,"942495666080755713",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jgonzalezvences",20,TRUE,FALSE,NA,NA
"55","RT @squiiiddo: raffle prize for @LostLied !!! 

#splatoon #splatoon2 https://t.co/YCDaJs5Qp0",FALSE,0,NA,2017-12-17 20:38:43,FALSE,NA,"942494289514209280",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LostLied",2,TRUE,FALSE,NA,NA
"56","RT @fluffehfish: the new hairstyles.... (i need them like burning) #„Çπ„Éó„É©„Éà„Ç•„Éº„É≥2 #Splatoon2 #Splatoon https://t.co/IckvmPZtrf",FALSE,0,NA,2017-12-17 20:38:20,FALSE,NA,"942494192130863109",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cuteyhoneys",1423,TRUE,FALSE,NA,NA
"57","raffle prize for s0da.pop on ig!

#Splatoon2 #splatoon https://t.co/GuZf2Iavo6",FALSE,19,NA,2017-12-17 20:32:16,FALSE,NA,"942492666117357568",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","squiiiddo",3,FALSE,FALSE,NA,NA
"58","raffle prize for @LostLied !!! 

#splatoon #splatoon2 https://t.co/YCDaJs5Qp0",FALSE,3,NA,2017-12-17 20:30:47,FALSE,NA,"942492292681748487",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","squiiiddo",2,FALSE,FALSE,NA,NA
"59","RT @LouWaldo: Giveaway prize for @squiiiddo ‚ú®
[ #Splatoon ] https://t.co/hRFxbJdWKI",FALSE,0,NA,2017-12-17 20:29:32,FALSE,NA,"942491976305397760",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","EliteRainy",20,TRUE,FALSE,NA,NA
"60","RT @LouWaldo: Giveaway prize for @squiiiddo ‚ú®
[ #Splatoon ] https://t.co/hRFxbJdWKI",FALSE,0,NA,2017-12-17 20:28:17,FALSE,NA,"942491660138803201",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LovelyxAlmonds",20,TRUE,FALSE,NA,NA
"61","RT @LouWaldo: Giveaway prize for @squiiiddo ‚ú®
[ #Splatoon ] https://t.co/hRFxbJdWKI",FALSE,0,NA,2017-12-17 20:27:29,FALSE,NA,"942491459936190464",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","mlp_MusicMoon",20,TRUE,FALSE,NA,NA
"62","RT @LouWaldo: Giveaway prize for @squiiiddo ‚ú®
[ #Splatoon ] https://t.co/hRFxbJdWKI",FALSE,0,NA,2017-12-17 20:26:46,FALSE,NA,"942491280688451585",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","splatoonfangirl",20,TRUE,FALSE,NA,NA
"63","RT @LouWaldo: Giveaway prize for @squiiiddo ‚ú®
[ #Splatoon ] https://t.co/hRFxbJdWKI",FALSE,0,NA,2017-12-17 20:24:28,FALSE,NA,"942490699823570944",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SpirittailKit",20,TRUE,FALSE,NA,NA
"64","RT @LouWaldo: Giveaway prize for @squiiiddo ‚ú®
[ #Splatoon ] https://t.co/hRFxbJdWKI",FALSE,0,NA,2017-12-17 20:22:52,FALSE,NA,"942490297866469376",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sploshomatic",20,TRUE,FALSE,NA,NA
"65","RT @LouWaldo: Giveaway prize for @squiiiddo ‚ú®
[ #Splatoon ] https://t.co/hRFxbJdWKI",FALSE,0,NA,2017-12-17 20:22:29,FALSE,NA,"942490201292722176",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","OctoFloozy",20,TRUE,FALSE,NA,NA
"66","RT @LouWaldo: Giveaway prize for @squiiiddo ‚ú®
[ #Splatoon ] https://t.co/hRFxbJdWKI",FALSE,0,NA,2017-12-17 20:22:21,FALSE,NA,"942490169311223808",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","squiiiddo",20,TRUE,FALSE,NA,NA
"67","Giveaway prize for @squiiiddo ‚ú®
[ #Splatoon ] https://t.co/hRFxbJdWKI",FALSE,69,NA,2017-12-17 20:16:30,FALSE,NA,"942488697408278528",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LouWaldo",20,FALSE,FALSE,NA,NA
"68","RT @Kat_Is_A_Banana: I barely post any art on this account but here have a very recent Callie

#Splatoon #Squidsisters https://t.co/8wTh5yw‚Ä¶",FALSE,0,NA,2017-12-17 20:13:04,FALSE,NA,"942487833255723008",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ozmaug",1,TRUE,FALSE,NA,NA
"69","RT @StarGlowTweet: SWEATERS #splatoon #splatfest #Splatoon2 https://t.co/3Znm4MsZMk",FALSE,0,NA,2017-12-17 20:05:24,FALSE,NA,"942485902487707649",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TewiDesu",8,TRUE,FALSE,NA,NA
"70","In #Splatoon 2 #Splatfest news, I still didn't win. I was #TeamSocks but #TeamSweater won. So... At least things ar‚Ä¶ https://t.co/KJxoT5KGiK",FALSE,0,NA,2017-12-17 20:01:09,TRUE,NA,"942484835066671111",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","UnknownNeo",0,FALSE,FALSE,NA,NA
"71","oh this is sexy owo #Games #Luck #Nintendo #Splatoon #Splatoon2 #NintendoSwitch https://t.co/WJJmMz3vGd",FALSE,2,NA,2017-12-17 19:54:37,FALSE,NA,"942483187581698048",NA,"<a href=""https://www.nintendo.com/countryselector"" rel=""nofollow"">Nintendo Switch Share</a>","Birk_Xiller",0,FALSE,FALSE,NA,NA
"72","RT @fluffehfish: it was really cold today... I drew this to warm myself up! hahaha #„Çπ„Éó„É©„Éà„Ç•„Éº„É≥2 #Splatoon2 #Splatoon https://t.co/vOqnv3rJBe",FALSE,0,NA,2017-12-17 19:49:00,FALSE,NA,"942481776647208961",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MinaMagnet",748,TRUE,FALSE,NA,NA
"73","RT @fluffehfish: a nice book before bedtime never fails to help me unwind :p  #„Çπ„Éó„É©„Éà„Ç•„Éº„É≥2 #Splatoon2 #Splatoon https://t.co/aKUJ5cZAaZ",FALSE,0,NA,2017-12-17 19:48:54,FALSE,NA,"942481751313707008",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MinaMagnet",508,TRUE,FALSE,NA,NA
"74","RT @fluffehfish: more fanart of the concept art~~ #„Çπ„Éó„É©„Éà„Ç•„Éº„É≥2 #Splatoon2 #Splatoon https://t.co/NeV62uFqZJ",FALSE,0,NA,2017-12-17 19:48:51,FALSE,NA,"942481737317314561",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MinaMagnet",460,TRUE,FALSE,NA,NA
"75","RT @fluffehfish: squid sisters! (i used my nail polish in this drawing) Ì†ΩÌ∏ÇÌ†ΩÌ∏Ç #„Çπ„Éó„É©„Éà„Ç•„Éº„É≥2 #Splatoon2 #Splatoon https://t.co/FlnjEd9ayM",FALSE,0,NA,2017-12-17 19:48:41,FALSE,NA,"942481698167631872",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MinaMagnet",988,TRUE,FALSE,NA,NA
"76","RT @fluffehfish: i'm drunk but splatfest hype Ì†ΩÌ∏Ç #„Çπ„Éó„É©„Éà„Ç•„Éº„É≥2 #Splatoon2 #Splatoon https://t.co/8MVEI83bSE",FALSE,0,NA,2017-12-17 19:48:39,FALSE,NA,"942481685895172097",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MinaMagnet",397,TRUE,FALSE,NA,NA
